position,title,url,source_name,uploaded,uploaded_utc,snippet,thumbnail_url
46,How colleges are preparing students for artificial intelligence,https://www.wqad.com/article/news/education/artificial-intelligence-college-classroom/526-ad7db32d-d5e8-49c5-a34a-f5a3f29e0789,WQAD,WQAD,2024-12-28T07:50:07.495Z,,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
47,"Predictions for AI in 2025: Collaborative Agents, AI Skepticism, and New Risks",https://hai.stanford.edu/news/predictions-ai-2025-collaborative-agents-ai-skepticism-and-new-risks,Stanford HAI,Stanford HAI,2024-12-28T07:50:07.495Z,,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
48,Will These 2 Artificial Intelligence (AI) Stocks Continue Their Meteoric Rise in 2025?,https://www.fool.com/investing/2024/12/24/will-these-2-artificial-intelligence-ai-stocks/,The Motley Fool,The Motley Fool,2024-12-28T07:50:07.495Z,,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
49,"Forget the Santa Claus Rally -- Artificial Intelligence Stocks Like Broadcom, Amazon, and Rivian Dragged the Stock Market Down Today",https://www.fool.com/investing/2024/12/27/forget-the-santa-claus-rally-artificial-intelligen/,The Motley Fool,The Motley Fool,2024-12-28T07:50:07.495Z,,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
50,,https://www.cnbc.com/2024/12/27/how-five-top-ceos-described-the-ai-boom-in-2024.html,,CNBC,2024-12-28T07:50:07.495Z,,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
51,Artificial Intelligence New York,https://www.postregister.com/news/national/artificial-intelligence-new-york/image_a4c2d2c5-3082-520e-8eb3-45acc7689f8b.html,Post Register,Post Register,2024-12-28T07:50:07.495Z,,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
52,Tech Giants Bet Big on AI as Data Shows Clear Winners,https://www.pymnts.com/artificial-intelligence-2/2024/tech-giants-bet-big-on-ai-as-data-shows-clear-winners/,PYMNTS.com,PYMNTS.com,2024-12-28T07:50:07.495Z,,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
53,"Trump administration’s AI team comes into focus, as agencies reach 1,700 AI use cases",https://federalnewsnetwork.com/artificial-intelligence/2024/12/trump-administrations-ai-team-comes-into-focus-as-agencies-reach-1700-ai-use-cases/,Federal News Network,Federal News Network,2024-12-28T07:50:07.495Z,,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
54,AI features dominating tech heading into 2025,https://www.cbsnews.com/video/ai-features-dominating-tech-2025/,CBS News,CBS News,2024-12-28T07:50:07.495Z,,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
55,2 Artificial Intelligence (AI) ETFs to Confidently Buy Heading Into 2025,https://www.fool.com/investing/2024/12/27/2-ai-etfs-to-confidently-buy-heading-into-2025/,The Motley Fool,The Motley Fool,2024-12-28T07:50:07.495Z,,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
56,"Best Companies Of 2024: Artificial Intelligence Plays, Consumer Stocks Stood Out",https://www.yahoo.com/news/m/efe498be-eae4-31bf-8789-015b212a1505/best-companies-of-2024-.html,Yahoo,Yahoo,2024-12-28T07:50:07.495Z,,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
57,Artificial Intelligence New York,https://www.goskagit.com/news/nation/artificial-intelligence-new-york/image_56d77c8e-19ab-5de8-9722-962152b67b0a.html,goSkagit,goSkagit,2024-12-28T07:50:07.495Z,,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
58,"Health care AI, intended to save money, turns out to require a lot of expensive humans",https://www.cbsnews.com/news/health-care-ai-cost-humans/,CBS News,CBS News,2024-12-28T07:50:07.495Z,,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
59,Octal Integrates Artificial Intelligence to Enhance Healthcare App Innovation,https://fox59.com/business/press-releases/ein-presswire/772179025/octal-integrates-artificial-intelligence-to-enhance-healthcare-app-innovation,Fox 59,Fox 59,2024-12-28T07:50:07.495Z,,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
60,2024 was the year where AI finally started returning on investment,https://www.itpro.com/technology/artificial-intelligence/2024-was-the-year-where-ai-finally-started-returning-on-investment,IT Pro,IT Pro,2024-12-28T07:50:07.495Z,,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
61,Opinion | A.I. Isn’t Genius. We Are.,https://www.nytimes.com/2024/12/26/opinion/ai-genius-art.html,The New York Times,The New York Times,2024-12-28T07:50:07.495Z,,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
62,Chinese AI company's AI model breakthrough highlights limits of US sanctions,https://www.tomshardware.com/tech-industry/artificial-intelligence/chinese-ai-company-says-breakthroughs-enabled-creating-a-leading-edge-ai-model-with-11x-less-compute-deepseeks-optimizations-highlight-limits-of-us-sanctions,Tom's Hardware,Tom's Hardware,2024-12-28T07:50:07.495Z,,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
63,Better Artificial Intelligence Stock: ASML vs. Taiwan Semiconductor,https://www.fool.com/investing/2024/12/25/better-artificial-intelligence-stock-asml-taiwan/,The Motley Fool,The Motley Fool,2024-12-28T07:50:07.495Z,,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
64,3 Artificial Intelligence ETFs to Invest in 2025,https://www.entrepreneur.com/finance/3-artificial-intelligence-etfs-to-invest-in-2025/484949,Entrepreneur,Entrepreneur,2024-12-28T07:50:07.495Z,,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
65,AI-Powered Smartphones Could Offset a Data Center Downturn,https://www.pymnts.com/news/artificial-intelligence/2024/ai-powered-smartphones-could-offset-data-center-downturn/,PYMNTS.com,PYMNTS.com,2024-12-28T07:50:07.495Z,,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
66,OpenAI's o3 reasoning model ignites AI hype among top influencers,https://cio.economictimes.indiatimes.com/news/artificial-intelligence/openais-o3-reasoning-model-ignites-ai-hype-among-top-influencers/116731442?utm_source=latest_news&utm_medium=homepage,ET CIO,ET CIO,2024-12-28T07:50:07.495Z,,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
67,4 of Wall Street's Most Prominent Artificial Intelligence (AI) Stocks Have Made a Shocking $1.23 Trillion Investment,https://www.fool.com/investing/2024/12/26/4-wall-street-ai-stocks-123-trillion-investment/,The Motley Fool,The Motley Fool,2024-12-28T07:50:07.495Z,,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
68,"1 Artificial Intelligence (AI) Stock to Buy Before It Hits $3 Trillion in 2025, According to a Wall Street Analyst",https://www.aol.com/1-artificial-intelligence-ai-stock-091200684.html,AOL.com,AOL.com,2024-12-28T07:50:07.495Z,,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
69,New 2025 laws hit hot topics from AI in movies to rapid-fire guns,https://abcnews.go.com/US/wireStory/new-2025-laws-hit-hot-topics-ai-movies-117134835,"ABC News - Breaking News, Latest News and Videos","ABC News - Breaking News, Latest News and Videos",2024-12-28T07:50:07.495Z,,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
70,Missed Out on Palantir's Run-Up? My Best Artificial Intelligence (AI) Stock to Buy and Hold.,https://www.fool.com/investing/2024/12/26/missed-out-on-palantirs-run-up-my-best-artificial/,The Motley Fool,The Motley Fool,2024-12-28T07:50:07.495Z,,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
71,I've got a solution to AI photo fakery – but it would be wildly controversial,https://www.digitalcameraworld.com/tech/artificial-intelligence/ive-got-a-solution-to-ai-photo-fakery-but-it-would-be-wildly-controversial,Digital Camera World,Digital Camera World,2024-12-28T07:50:07.495Z,,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
72,Foxconn Invests in AI Data Center Firm Zettabyte to Boost Sustainable Computing,https://www.pymnts.com/artificial-intelligence-2/2024/foxconn-invests-in-ai-data-center-firm-zettabyte-to-boost-sustainable-computing/,PYMNTS.com,PYMNTS.com,2024-12-28T07:50:07.495Z,,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
73,2024: The year AI drove everyone crazy,https://arstechnica.com/ai/2024/12/2024-the-year-ai-drove-everyone-crazy/,Ars Technica,Ars Technica,2024-12-28T07:50:07.495Z,,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
74,35% of Warren Buffett's $296 Billion Portfolio Is Invested in 3 Artificial Intelligence (AI) Stocks,https://www.fool.com/investing/2024/12/25/35-warren-buffett-296-billion-invested-3-ai-stocks/,The Motley Fool,The Motley Fool,2024-12-28T07:50:07.495Z,,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
75,Should You Forget Tesla and Buy 2 Artificial Intelligence (AI) Stocks Right Now?,https://www.fool.com/investing/2024/12/25/forget-tesla-buy-artificial-intelligence-stocks/,The Motley Fool,The Motley Fool,2024-12-28T07:50:07.495Z,,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
76,US company using 'secret weapon' for its artificial intelligence,https://www.foxnews.com/video/6366465024112,Fox News,Fox News,2024-12-28T07:50:07.495Z,,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
77,OpenAI switching to a for-profit company to raise more cash as it continues to lose money,https://www.tomshardware.com/tech-industry/artificial-intelligence/openai-switching-to-a-for-profit-company-to-raise-more-cash-as-it-continues-to-lose-money,Tom's Hardware,Tom's Hardware,2024-12-28T07:50:07.495Z,,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
78,How ChatGPT helps me keep my kids entertained over the holiday period and into 2025,https://www.techradar.com/computing/artificial-intelligence/how-chatgpt-helps-me-keep-my-kids-entertained-over-the-holiday-period-and-into-2025,TechRadar,TechRadar,2024-12-28T07:50:07.495Z,,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
79,"This Incredibly Cheap Tech Stock Is Soaring, and Artificial Intelligence (AI) Could Send It Higher in 2025 and Beyond",https://www.fool.com/investing/2024/12/26/this-incredibly-cheap-tech-stock-is-soaring-and/,The Motley Fool,The Motley Fool,2024-12-28T07:50:07.495Z,,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
80,UTSA plans to add AI college next fall,https://www.ksat.com/news/local/2024/12/26/utsa-plans-to-add-ai-college-next-fall/,KSAT,KSAT,2024-12-28T07:50:07.495Z,,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
81,OpenAI Weighs For-Profit Move Amid Talks With Microsoft,https://www.pymnts.com/news/artificial-intelligence/2024/openai-weighs-for-profit-move-amid-talks-with-microsoft/,PYMNTS.com,PYMNTS.com,2024-12-28T07:50:07.495Z,,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
82,‘A sort of superpower’: Unexpected revelations made possible by AI in 2024,https://www.cnn.com/2024/12/21/science/artificial-intelligence-ai-science-2024/index.html,CNN,CNN,2024-12-28T07:50:07.495Z,,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
83,Could This Artificial Intelligence (AI) Stock Be the Next Palantir?,https://www.nasdaq.com/articles/could-artificial-intelligence-ai-stock-be-next-palantir,Nasdaq,Nasdaq,2024-12-28T07:50:07.495Z,,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
84,35% of Warren Buffett's $296 Billion Portfolio Is Invested in 3 Artificial Intelligence (AI) Stocks,https://finance.yahoo.com/news/35-warren-buffetts-296-billion-103400273.html,Yahoo Finance,Yahoo Finance,2024-12-28T07:50:07.495Z,,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
85,The Smartest Artificial Intelligence (AI) ETF to Buy With $500 Right Now,https://www.fool.com/investing/2024/12/24/the-smartest-artificial-intelligence-ai-etf-to-buy/,The Motley Fool,The Motley Fool,2024-12-28T07:50:07.495Z,,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
86,State lawmaker from Southlake files bill to create a rulebook for the use of Artificial Intelligence,https://www.audacy.com/krld/news/state/state-lawmaker-from-southlake-files-bill-for-use-of-ai,Audacy,Audacy,2024-12-28T07:50:07.495Z,,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
87,AI’s Achilles’ Heel: Researchers Expose Major Model Security Flaw,https://scitechdaily.com/ais-achilles-heel-researchers-expose-major-model-security-flaw/,SciTechDaily,SciTechDaily,2024-12-28T07:50:07.495Z,,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
88,"Self-learning AI calculates NFL against the spread, over-under, money-line picks for every Week 17, 2024 game",https://www.cbssports.com/nfl/news/self-learning-ai-calculates-nfl-against-the-spread-over-under-money-line-picks-for-every-week-17-2024-game/,CBS Sports,CBS Sports,2024-12-28T07:50:07.495Z,,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
89,Racing smarter: How artificial intelligence is transforming F1,https://f1i.com/news/528357-racing-smarter-how-artificial-intelligence-is-transforming-f1.html,F1i.com,F1i.com,2024-12-28T07:50:07.495Z,,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
90,Elon Musk’s artificial intelligence startup xAI secures additional $6 billion in funding,https://www.washingtontimes.com/news/2024/dec/26/elon-musk-artificial-intelligence-startup-xai-secu/,Washington Times,Washington Times,2024-12-28T07:50:07.495Z,,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
91,Editor's picks: 2024's most exciting technology advancements,https://www.livescience.com/technology/editors-picks-2024-most-exciting-technology-advancements,Live Science,Live Science,2024-12-28T07:50:07.495Z,,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
92,"Deepfakes Barely Impacted 2024 Elections Because They Aren’t Very Good, Research Finds",https://gizmodo.com/deepfakes-had-little-impact-on-2024-elections-because-they-arent-very-good-research-finds-2000543717,Gizmodo,Gizmodo,2024-12-28T07:50:07.495Z,,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
93,How to protect yourself from AI scams this holiday season,https://www.npr.org/2024/12/24/nx-s1-5235265/how-to-protect-yourself-from-holiday-ai-scams,NPR,NPR,2024-12-28T07:50:07.495Z,,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
94,"From passwords to medical records,10 things to never say to AI bots",https://www.usatoday.com/story/tech/columnist/komando/2024/12/26/10-things-you-should-never-tell-an-ai-chatbot/77112045007/,USA Today,USA Today,2024-12-28T07:50:07.495Z,,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
1,Which Parts of These Images Are A.I.-Generated?,https://www.nytimes.com/interactive/2024/12/27/technology/artificial-intelligence-generative-fill-photoshop-openai.html,The New York Times,The New York Times,2024-12-28T07:50:10.798Z,,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
2,‘Godfather of AI’ shortens odds of the technology wiping out humanity over next 30 years,https://www.theguardian.com/technology/2024/dec/27/godfather-of-ai-raises-odds-of-the-technology-wiping-out-humanity-over-next-30-years,The Guardian,The Guardian,2024-12-28T07:50:10.798Z,,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
3,Did artificial intelligence shape the 2024 US election?,https://www.aljazeera.com/news/2024/12/25/did-artificial-intelligence-shape-the-2024-us-election,Al Jazeera,Al Jazeera,2024-12-28T07:50:10.798Z,,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
4,The AI stock trade is starting to shift beyond the 'Magnificent 7',https://finance.yahoo.com/news/the-ai-stock-trade-is-starting-to-shift-beyond-the-magnificent-7-151133023.html,Yahoo Finance,Yahoo Finance,2024-12-28T07:50:10.798Z,,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
5,"Meet the Spanish AI model earning up to €10,000 a month",https://www.euronews.com/next/2024/12/27/meet-the-first-spanish-ai-model-earning-up-to-10000-per-month,Euronews,Euronews,2024-12-28T07:50:10.798Z,,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
6,New York state government to monitor its use of AI under a new law,https://abcnews.go.com/US/wireStory/new-york-state-government-monitor-ai-new-law-117152959,"ABC News - Breaking News, Latest News and Videos","ABC News - Breaking News, Latest News and Videos",2024-12-28T07:50:10.798Z,,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
7,Generation Beta: Starting in 2025 they'll be immersed in AI and Tech like never before,https://www.nbcnews.com/news/us-news/generation-beta-starting-2025-ai-tech-like-never-before-rcna184732,NBC News,NBC News,2024-12-28T07:50:10.798Z,,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
8,We need to think again about what the ‘A’ in AI signifies,https://www.ft.com/content/0926b62e-a67e-4d3a-a86c-6acebd9cc349,Financial Times,Financial Times,2024-12-28T07:50:10.798Z,,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
9,1 Top Artificial Intelligence Stock Down 35% to Buy Before It Crushes the Market in 2025,https://www.fool.com/investing/2024/12/27/1-top-artificial-intelligence-stock-down-35-to-buy/,The Motley Fool,The Motley Fool,2024-12-28T07:50:10.798Z,,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
10,13 Action News Big Story: Artificial Intelligence,https://www.13abc.com/2024/12/27/13-action-news-big-story-artificial-intelligence/,WTVG,WTVG,2024-12-28T07:50:10.798Z,,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
11,Artificial intelligence axing outdated terms in Ohio regulatory code,https://www.statenews.org/government-politics/2024-12-27/artificial-intelligence-axing-outdated-terms-in-ohio-regulatory-code,The Statehouse News Bureau,The Statehouse News Bureau,2024-12-28T07:50:10.798Z,,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
12,AI literacy is ‘crucial’ for individuals and more regulation is needed,https://news.un.org/en/story/2024/12/1158466,UN News,UN News,2024-12-28T07:50:10.798Z,,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
13,Google grant creates AI research paths for underserved students,https://news.asu.edu/20241227-science-and-technology-google-grant-creates-ai-research-paths-underserved-students,ASU News,ASU News,2024-12-28T07:50:10.798Z,,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
14,King: The backdoor challenge — and dangers — of AI machine learning,https://www.postandcourier.com/opinion/commentary/artificial-intelligence-big-tech-market-share-danger/article_21f272d8-c224-11ef-baa6-7f6bd9da3065.html,Post and Courier,Post and Courier,2024-12-28T07:50:10.798Z,,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
15,Why OpenAI’s Structure Must Evolve To Advance Our Mission,https://openai.com/index/why-our-structure-must-evolve-to-advance-our-mission/,OpenAI,OpenAI,2024-12-28T07:50:10.798Z,,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
16,Tarleton State University to introduce artificial intelligence and machine learning programs this spring.,https://www.beneaththesurfacenews.com/post/tarleton-state-university-to-introduce-artificial-intelligence-and-machine-learning-programs-this-sp,Beneath the Surface News,Beneath the Surface News,2024-12-28T07:50:10.798Z,,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
17,2025 Issue Preview: Artificial Intelligence,https://conduitstreet.mdcounties.org/2024/12/27/2025-issue-preview-artificial-intelligence/,Maryland Association of Counties,Maryland Association of Counties,2024-12-28T07:50:10.798Z,,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
18,I used Apple Image Playground to send AI holiday greetings to my whole family and they were very confused,https://www.techradar.com/computing/artificial-intelligence/i-used-apple-image-playground-to-send-ai-holiday-greetings-to-my-whole-family-and-they-were-very-confused,TechRadar,TechRadar,2024-12-28T07:50:10.798Z,,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
19,OpenAI Board Considering Transforming For-Profit Into Delaware Public Benefit Corporation,https://www.pymnts.com/artificial-intelligence-2/2024/openai-board-considering-transforming-for-profit-into-delaware-public-benefit-corporation/,PYMNTS.com,PYMNTS.com,2024-12-28T07:50:10.798Z,,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
20,Tech companies face tough AI copyright questions in 2025,https://www.reuters.com/legal/litigation/tech-companies-face-tough-ai-copyright-questions-2025-2024-12-27/,Reuters,Reuters,2024-12-28T07:50:10.798Z,,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
21,Proposed state law would regulate artificial intelligence in Texas,https://www.bizjournals.com/dallas/news/2024/12/27/artificial-intelligence-ai-texas-bill-legislature.html,The Business Journals,The Business Journals,2024-12-28T07:50:10.798Z,,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
22,Artificial Intelligence in Biology: From Artificial Neural Networks to AlphaFold,https://www.the-scientist.com/artificial-intelligence-in-biology-from-artificial-neural-networks-to-alphafold-72435,The Scientist Magazine,The Scientist Magazine,2024-12-28T07:50:10.798Z,,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
23,'AI can protect you': Expert highlights safety benefits of Artificial Intelligence,https://wjla.com/news/local/ai-safety-retail-theft-smash-grab-robberies-prevention-tool-artificial-intelligence-benefits-security-restaurant-detect-unusual-activity-notify-authorities-gunshot-protect-customers-police-law,WJLA,WJLA,2024-12-28T07:50:10.798Z,,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
24,How Durham’s next 27-story skyscraper is being built using artificial intelligence,https://www.newsobserver.com/news/business/article297505768.html,News & Observer,News & Observer,2024-12-28T07:50:10.798Z,,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
25,Texas Moves To Rein In Artificial Intelligence,https://www.reformaustin.org/texas-legislature/texas-moves-to-rein-in-artificial-intelligence/,Reform Austin,Reform Austin,2024-12-28T07:50:10.798Z,,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
26,"Best Companies Of 2024: Artificial Intelligence Plays, Consumer Stocks Stood Out",https://www.investors.com/research/best-companies-of-2024/,Investor's Business Daily,Investor's Business Daily,2024-12-28T07:50:10.798Z,,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
27,Risk Academy Ltd Introduces RAW@AI: Transforming Risk Management with Artificial Intelligence,https://www.newsfilecorp.com/release/235391/Risk-Academy-Ltd-Introduces-RAWAI-Transforming-Risk-Management-with-Artificial-Intelligence,Newsfile,Newsfile,2024-12-28T07:50:10.798Z,,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
28,Retailers Bet on AI to Drive Holiday Sales,https://www.pymnts.com/artificial-intelligence-2/2024/retailers-bet-on-ai-to-drive-holiday-sales/,PYMNTS.com,PYMNTS.com,2024-12-28T07:50:10.798Z,,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
29,AI News: Artificial Intelligence Trends And Top AI Stocks To Watch,https://www.investors.com/news/technology/ai-stocks-artificial-intelligence-trends-and-news/,Investor's Business Daily,Investor's Business Daily,2024-12-28T07:50:10.798Z,,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
30,The art of the algorithm—new magazine launches dedicated to Artificial Intelligence works,https://www.theartnewspaper.com/2024/12/26/the-art-of-the-algorithmnew-magazine-launches-dedicated-to-artificial-intelligence-works-and-artists,The Art Newspaper,The Art Newspaper,2024-12-28T07:50:10.798Z,,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
